"","beta.1.1","beta.2.1","beta.3.1","beta.4.1","beta.5.1","beta.6.1","beta.7.1","beta.8.1","beta.1.2","beta.2.2","beta.3.2","beta.4.2","beta.5.2","beta.6.2","beta.7.2","beta.8.2","beta.1.3","beta.2.3","beta.3.3","beta.4.3","beta.5.3","beta.6.3","beta.7.3","beta.8.3","beta.1.4","beta.2.4","beta.3.4","beta.4.4","beta.5.4","beta.6.4","beta.7.4","beta.8.4","sigma.1","sigma.2","sigma.3","sigma.4","sigma.5","sigma.6","sigma.7","sigma.8","lp__"
"382",-0.218455702250716,-0.229188442349785,-0.244086778401909,-0.17023002613664,-0.178953654448415,-0.0688392315161458,-0.00277982861564761,0.000489260201248422,1.01037316179102,1.01390442766117,1.02420073310478,1.00406648736071,1.01453698107289,0.992900541548236,0.986657787459246,0.996886934864841,-0.0962152998399595,-0.0832611079642575,-0.0695910423904049,-0.0501578014571334,-0.0157991140254882,-0.0344038522857985,-0.0218640345618809,-0.00165135877713066,0.0242873210218026,0.0309255664529918,-0.00307566494694617,0.0133829169223742,0.0128507056701121,0.00147931293161372,-0.0142824173856088,-0.00102866896572938,0.211578450776836,0.182737372092329,0.167065551596748,0.151462806160768,0.122083153121967,0.0971191892601567,0.0598227958907526,0.0165253468486925,21400.5309972205
"383",-0.253242610152917,-0.258374325697678,-0.242327815875127,-0.186017841674126,-0.156086672807026,-0.0485204794740224,-0.0125377173330804,0.00431150577496773,1.02235885857881,1.02160969448049,1.01876345454906,1.00929339723927,1.00896839875028,0.987810110816346,0.991293183405902,0.996149654732547,-0.0984100670568164,-0.0869964313394402,-0.0743322689488359,-0.0494587491802911,-0.0171167872769532,-0.0296399782789265,-0.0233031328214281,-0.00495162695644889,0.000778025888207857,0.031153171090791,0.0231381940557437,0.016475820443822,0.00374275136602612,-0.00226685475271466,-0.0120203359267836,-0.0016301942636138,0.214120984883138,0.188086127434114,0.168143692638686,0.146009906848151,0.121042263385749,0.0973828947119551,0.059391019525676,0.0158294280942584,21411.7091250838
"384",-0.232642072619811,-0.196684158988752,-0.206045643392162,-0.143199733982068,-0.123008588361846,-0.0637813257786506,-0.00769137608427859,0.0010565628985098,1.01822736099737,1.00497668479392,1.00845072813125,0.997343923032282,0.998847760653593,0.993159045226141,0.98982537281014,0.996899587436062,-0.0918653199933211,-0.0945661945990788,-0.0707129813033651,-0.0610404477750726,-0.0300885706388219,-0.0350480159815061,-0.0244016342790152,-0.00286672515539579,0.00267803277291001,0.0230124848689195,0.0156518505485587,-0.00623820750749227,-0.000161369973368119,-0.00606626760307563,-0.0124628255690098,-0.00111336070973938,0.215930844011405,0.187467925123025,0.169890706971642,0.152186700246587,0.120693653885307,0.0966897068016976,0.060793009392675,0.0161231992336803,21412.8186171627
"385",-0.270603756204183,-0.235808692131745,-0.217026618970231,-0.201938600060946,-0.157666104241039,-0.0453770854435513,-0.00411633603794653,0.00246329057994156,1.03138945167227,1.01272458888044,1.01120670633383,1.01474766678192,1.00809510552769,0.988172002807264,0.989651759504197,0.996666281981819,-0.109992075450989,-0.0737996154625906,-0.0615948712796447,-0.0539348557938353,-0.0118439129873206,-0.03001156018069,-0.0307259718043005,-0.00403043310200204,-0.00363158201898407,0.0311142102871468,0.0330861334784868,0.0129990168532148,0.0129004855962953,-0.00536414194266436,-0.0225610182525506,-0.00052871967709552,0.212623324392702,0.188112069618288,0.173718048041728,0.146938128071354,0.119810775103943,0.0954993538113281,0.060081050260884,0.0160674218073656,21402.5390453995
"386",-0.180640545344336,-0.247419793120628,-0.236638794519581,-0.187049579835405,-0.177051665768733,-0.0778842961262729,-0.0182481426791779,0.00989249971681454,1.00500422149263,1.01986230443542,1.01884635688346,1.01230503445471,1.01395573080243,0.99581159772224,0.99312126234982,0.994421462259183,-0.12999339493506,-0.0833398189987186,-0.0479006553728677,-0.0596608373989387,-0.0167446796006583,-0.0222940428743377,-0.019576371153998,-0.00424190041696214,0.00376498268197238,0.0294518837501428,0.0167074441928176,0.000462056507983979,0.0102852777779183,0.0109145170211623,-0.00974685612209865,-0.00236725095107036,0.218582971665604,0.18496710970108,0.170615201362926,0.146927812920903,0.12713203544016,0.0954183078005174,0.0599141528754458,0.0160344106651371,21396.9065536806
"387",-0.212981444264531,-0.1960168088615,-0.207855398027431,-0.186764805592686,-0.142741276058507,-0.0680279031315862,-0.0154649751612322,0.00371810150862235,1.00978188358816,1.00473675715617,1.01305318631495,1.01213258382718,1.00237281742521,0.992111600313747,0.99239104812792,0.996177773788461,-0.0943926072595166,-0.0944170642652544,-0.0690181802379697,-0.0573303233758134,-0.0210031043224765,-0.027786866152309,-0.0267464234851553,-0.00408922488405054,-0.0068601322315258,0.0337665673362254,-0.00861750928654723,-0.00761968794336479,0.0146037162204792,-0.00123303155066116,-0.0127685801353004,-0.00193014091418142,0.214217252906886,0.183535307990839,0.171007308061103,0.146294417485781,0.122254139089995,0.0989718336548002,0.0606249560863287,0.0157416001237619,21407.0454521672
"388",-0.206374288269937,-0.243657414398881,-0.211117301075504,-0.168362132554402,-0.141835258049548,-0.0466549848244488,-0.0166815601583441,0.00348124986046955,1.00572693779007,1.01552708933691,1.01334491520429,1.00497435601242,1.00529897639826,0.988018706814439,0.993002933894422,0.996180640113773,-0.0891612114434267,-0.0692584762564529,-0.0763437500433586,-0.0667026846024755,-0.0244121838999733,-0.0371767239159306,-0.024666367933434,-0.00340816594879112,0.00348090800656,0.0221460712580976,-0.00484735828263876,0.0128294874875679,0.00443208073298361,-0.00463547546338108,-0.0159935561278096,-0.000244479692921272,0.207985817238856,0.189138794447184,0.172559270577991,0.150016085547955,0.123230618036203,0.0996481086167664,0.0591038985103581,0.0163281787561382,21405.754079558
"389",-0.163663285767622,-0.321400567162112,-0.198413080919094,-0.217324379378552,-0.127998892927118,-0.0559384424189476,0.000595112808863406,0.000361453904043352,0.998608107597338,1.03723946457976,1.00265378544458,1.01784278921222,0.999614464566458,0.989430328359874,0.98658717483448,0.997281475749887,-0.0946744167472007,-0.0609297560229874,-0.0567367772912042,-0.0493843831100544,-0.0283952020760679,-0.0291482012295104,-0.0211234228855224,-0.00305763282499511,-0.00120967367308824,0.059278828016295,0.0368336588693552,-0.0107156657712236,-0.00172737831073911,0.0061416147250912,-0.0128760161714717,-0.00140161436461932,0.214229673412584,0.19096058756565,0.164178607051313,0.150956418153467,0.123844686396252,0.0978676522284835,0.0608568730052549,0.0157202601818781,21390.4718167093
"390",-0.223089883128452,-0.218181562664856,-0.202902517564235,-0.158098987299923,-0.17911879040587,-0.0830548239441061,-0.0224624718459095,-0.000915174933196644,1.01890489300455,1.01073343393565,1.00982175172391,1.00115881948639,1.0161404490023,0.997837009238195,0.994314936078396,0.997289017080366,-0.110264217947767,-0.0962396443153319,-0.0777285305627604,-0.0574564995889647,-0.0238264368543747,-0.0216548612001895,-0.0256288976389035,-0.00142178605924073,-0.0148448383992583,0.0248648255250926,0.0171721696718263,0.00869933206313502,0.00584350399662958,0.00277764317229445,-0.0138148874649003,-0.000555865352615058,0.214891721928683,0.185690643693557,0.170991777342551,0.145159546854105,0.127157631209066,0.0921143670915359,0.0584532486633443,0.0155536773532395,21400.061142728
"391",-0.215811411970473,-0.2280584403622,-0.274684045348007,-0.176254919820631,-0.144272906100043,-0.057180765572309,-0.0250879538745775,0.000774526018630575,1.00957138238136,1.01196317334454,1.02826806566924,1.00715607264496,1.00683577113516,0.988514499061912,0.995363052905692,0.996921893602325,-0.101251300127531,-0.0984540965644252,-0.0523490914353731,-0.0594660499912896,-0.0207827584204499,-0.02272876990873,-0.0255791848050312,-0.00249623972324485,0.00950072765459295,0.0238947158218871,0.0254338582425106,0.000903227159938978,-0.00139490507540774,-0.000438488386319367,-0.0103795627156681,-0.00118362596738266,0.214407693695597,0.191987614920994,0.16836859243656,0.148500795054387,0.12422551365305,0.094404500806238,0.0612744142402137,0.0157393511924696,21408.0707468104
"392",-0.224069901035819,-0.202717553989008,-0.261424089986594,-0.204505391990724,-0.105830281442807,-0.0768942106267009,-0.0133002522585318,-0.000281174910809164,1.01682214954413,1.00767995467089,1.02731970345503,1.01701130586249,0.993123833450598,0.995595834242551,0.991683188432922,0.99724305482739,-0.0958651442664802,-0.116299496346546,-0.0753109051540668,-0.0501377648490265,-0.0184723447916672,-0.0320469693068052,-0.028682124289416,-0.00177825811084242,-0.00208493587095342,0.0195121365365182,0.00351571523012618,0.00986470978624193,0.000913130886045975,0.011175660613883,-0.0155246475934358,-0.000636500313553723,0.215100446876364,0.189519297168048,0.168058480924975,0.147766726529431,0.124728333264595,0.0969250101531788,0.0596233055820766,0.0160417952442932,21403.7421308838
"393",-0.211920652680872,-0.25567923726553,-0.233479139564893,-0.185601838272509,-0.125937239175136,-0.034198609552107,-0.0125127186764892,0.0022181332827463,1.00702566837431,1.02045095277529,1.01715888549048,1.01301314964154,1.00122593733392,0.985179497363876,0.990783091225047,0.99639977045919,-0.0996234527040609,-0.0783280034564247,-0.0644215454608623,-0.0496111589894196,-0.0234362179362167,-0.0468241621634378,-0.0216057810025644,-0.00282696201784061,0.01245026951714,0.0285833841401535,0.0293883544816439,0.00185486620222931,-0.00239851919201963,-0.0106615193871387,-0.0101964061187494,0.00022050619220655,0.208659033509861,0.186087419928148,0.166872628438773,0.149694464675658,0.124998035335157,0.0952087772593869,0.0588727419038018,0.0157362642366936,21406.5281028385
"394",-0.242665301017285,-0.25562919606949,-0.188476294655977,-0.177602503506749,-0.164784631808534,-0.0660710107702003,-0.0197254997881589,0.000669485259652586,1.01529568043515,1.02425322615192,1.00634631535686,1.00458404811726,1.00942497351545,0.993472577337991,0.994856084999059,0.997067437236835,-0.0824455048290023,-0.0972491235805718,-0.076189778370922,-0.0460231131714088,-0.00904779396366647,-0.0372863821037304,-0.0264058282265794,-0.00334690697484106,0.0220357288753623,0.0121111482455615,0.0176790583031223,0.01408932315779,0.0142292036287171,0.00539026791756549,-0.0115021071959944,-0.00110798385891951,0.211174035074525,0.190431577035959,0.168521319321202,0.148898404464693,0.122162921891154,0.0973588055389729,0.0608235583879125,0.0156923513410728,21404.437232025
"395",-0.170891687317984,-0.212093893765426,-0.27389622968387,-0.18880894106889,-0.1217098684188,-0.0928710699769346,-0.00852473693618358,0.000374986605407773,0.998494758368943,1.00632455908051,1.02855176718388,1.01262384157898,1.00114930424939,1.0019319723482,0.990473248279911,0.997156313625265,-0.111602953683112,-0.0905300864652712,-0.0705949485498693,-0.061747655126356,-0.0338044480148019,-0.0268877629722082,-0.0255264781019367,-0.0017273895550601,-0.00631214853029484,0.017273094017129,0.0260236546134243,-0.00850975880893032,0.00017987775377567,-0.00202038282759349,-0.0111471527300178,-0.00129247451389466,0.214160023941593,0.18431412495338,0.164293899694561,0.144462467181917,0.123323934027828,0.0959836038713486,0.0604255912382265,0.0159458992886332,21402.4936095058
"396",-0.232208462739639,-0.306675135085214,-0.168080559191341,-0.169991753956648,-0.149319253968775,-0.048442648399846,-0.0226446536713867,0.00180317171971293,1.01271585521019,1.03335689480881,1.00231341931547,1.0057754738191,1.00339419935418,0.987126314682568,0.993356549148472,0.996824417664361,-0.0869856328420025,-0.0547827473740172,-0.0891717917510808,-0.0553644054642845,-0.0115598341602665,-0.026537141183128,-0.0171539691344667,-0.00326198063992498,0.0230585393403328,0.050076405764376,0.00147199386734477,0.00658900425135303,0.0177523187378772,6.33910242282932e-05,-0.0117531772109009,-0.000734851152653826,0.211807350540209,0.189030242998424,0.166381054731587,0.149071211073541,0.126162726133411,0.095016747418137,0.0602877584785426,0.016112891660332,21407.350254102
"397",-0.196728914019156,-0.209662022651055,-0.23018632454605,-0.102465611408919,-0.112131904740298,-0.1042494363518,-0.0107293565495053,0.00159182077640034,0.999515500874832,1.0061541898473,1.01839113689178,0.986116226784821,0.996649165591192,1.00362821514476,0.990881246357264,0.996746975022457,-0.0960379170110081,-0.0899320546352647,-0.0727431521503747,-0.0795976992838914,-0.0247449651667994,-0.0212142287043979,-0.0247346765955835,-0.00190845317178048,0.0196706001684406,0.0208512627384676,0.0169373382937668,-0.00888267069574462,-0.00582852703958033,0.00508577306266527,-0.0102699795361697,-0.00180742772736358,0.22213445670655,0.19075558524825,0.167979742845707,0.148904322667656,0.124722089421526,0.0951633114587554,0.0622938307925106,0.0157685429670215,21396.1392546839
"398",-0.236963421601536,-0.228047324075778,-0.252962832361237,-0.189873053633018,-0.106697073841673,-0.0492730693482288,-0.0135428024922806,-0.0008071030833254,1.01890049264167,1.01898619081546,1.02219626294009,1.00884373244016,0.994560179934534,0.98860014255453,0.991410650048787,0.997337596189367,-0.0996042856212532,-0.100189597272027,-0.0519110620620543,-0.039146920820206,-0.0313111920416496,-0.0351831041754578,-0.030329188840219,-0.000513848190843679,0.0096092242498074,0.00994751994883165,0.0148712970674626,0.0246936064381474,-0.00334560403044533,-0.0107945758083104,-0.0134159783019107,-0.000795670255698972,0.218359480743968,0.193312102580695,0.170307614202071,0.144714327384563,0.12125929306544,0.0998928525491376,0.0605513678828518,0.0161143803328242,21398.8785396083
"399",-0.319342170410076,-0.245372240287587,-0.233775910125345,-0.177076775573207,-0.173808459184755,-0.0586930868786497,-0.0152044594119779,-4.44764891394953e-05,1.0416394603265,1.01722828521958,1.01729695679146,1.00868453186735,1.01120846461846,0.989711301443247,0.994960243148988,0.997004096896019,-0.0943929710634876,-0.0841694419387444,-0.0542916181806616,-0.0584927722842232,0.00067360670593563,-0.0246916001278354,-0.0319540763906133,-0.00359134311298727,0.0183247336326501,0.0270141197469603,-0.000390628867861352,-0.0106950032060768,0.0105717360968531,0.0128877914139744,-0.0203733019932271,0.000244059291361922,0.211691428782901,0.181988711890371,0.172675052548393,0.151039604031785,0.123802847925874,0.0952046375259936,0.0608399335921482,0.0159079424046671,21388.7428031715
"400",-0.163924536828151,-0.250801454573329,-0.205449296888501,-0.149081591787638,-0.123542761544389,-0.0677981180867188,-0.0105935269116271,0.00178441782253181,0.992075746111278,1.01642168779661,1.00955168502781,0.998243530872941,0.99871686478172,0.992421704012554,0.990862641873063,0.996686351067481,-0.0895361853880316,-0.0776861314184344,-0.0707031279657667,-0.0605916878365516,-0.02398568642444,-0.0191905193295074,-0.0251859568663824,-0.00175315878791253,0.00256036297256298,0.0540278473052218,0.00517207545594012,-0.00659536450109009,0.00688089648319276,-0.00213894441479058,-0.012276428141675,-0.000577326809787597,0.21820684148085,0.191198927573813,0.165914169475687,0.143453620914723,0.130048773597414,0.0941891350495512,0.0584742414141426,0.0156564276192972,21400.4120377208
"401",-0.242409472250073,-0.209910522027753,-0.243552687466305,-0.202386534855738,-0.126726934172637,-0.0589472820310122,-0.0126882027543353,0.00298286555435775,1.0200532556001,1.00647621875418,1.01923169353706,1.01387485384016,1.0005351903197,0.99006786663946,0.990767064647675,0.996572832300302,-0.106381495014469,-0.0850982841156031,-0.056550508926576,-0.0357107456478418,-0.0308029221766146,-0.0281467116005913,-0.0194971860396272,-0.00335359437231138,0.0105749238685699,0.0178130795490354,0.0316691593594318,0.0085870591479076,-0.00218196071216847,0.00610575819668063,-0.0136707187143403,-0.000381460425875594,0.216899062202873,0.188431432174098,0.163457282005385,0.153686623184675,0.126578988704581,0.0955521282164107,0.0634393631112984,0.0160242748215505,21401.8066230366
"402",-0.153261490919744,-0.227773537069096,-0.261308967397953,-0.153351549296657,-0.119267423344511,-0.0695895608103796,-0.0186637607302021,0.00445166721129344,0.995597098222488,1.01357835975932,1.02430700636967,0.998695161447079,0.99474273069168,0.993620137144126,0.993098778094061,0.996326461943577,-0.122869429006734,-0.0985945413225237,-0.0470076922891472,-0.0491135021191133,-0.0136663525062149,-0.0258660400570541,-0.0213114127738367,-0.00338004464502133,-0.00910448197053173,0.0144194697160773,0.0254402769267068,0.00337909414272998,0.00867111292977149,-0.00442333619212686,-0.0113298398679566,-0.00231865159434377,0.214787250143172,0.191794803584509,0.167046409217949,0.147972231001545,0.120189691450869,0.0948742254324269,0.0614695678167762,0.0161122319190604,21404.4223885816
"403",-0.24279875006214,-0.17925688923498,-0.24675037990221,-0.170544137679656,-0.169101021486723,-0.094699079435657,-0.00749314962949007,0.00461013804504646,1.01797393282355,0.998723486324864,1.02354834889735,1.00404578131148,1.00913587734823,1.00242713208008,0.991255068945931,0.996313142684066,-0.0856693337451618,-0.0927735426008639,-0.0703516714424645,-0.0490128198779859,-0.009119790838627,-0.0251698455734704,-0.0266955010530755,-0.00443941497902244,0.0128342376360128,0.0194999302265736,0.00473641759967943,0.0116795150650276,0.0122444677156621,0.00200135197419045,-0.015953802233508,-0.00225140515783148,0.217615342653028,0.182849853618427,0.162457192840736,0.152730156002476,0.124723859343016,0.0981113893605235,0.0595129190446256,0.0161350843832031,21402.4267107931
"404",-0.216727489088875,-0.209791583510538,-0.248708387955325,-0.191317458226108,-0.140952508932201,-0.0949366487520833,-0.0119771699350222,0.00158712608657227,1.00925804476153,1.00935530017975,1.02099188625943,1.00868273622949,1.00116774643881,1.00051466140437,0.992076315049203,0.996720967749526,-0.0819703723147213,-0.0943810913838329,-0.0614233393332426,-0.0524596888481947,-0.00912441562155013,-0.0212013333823281,-0.0279249545980471,-0.00281087490090693,0.00187845260938378,0.0266730047073116,0.0167625811022931,0.014410408791418,0.0180411735680243,-0.00166443042965392,-0.0152583529281606,-0.000227753190396018,0.214909257097808,0.178956648988233,0.169480701529539,0.142929014864777,0.123352931214502,0.096654187279472,0.0588985934623519,0.01500637677295,21400.3189351193
"405",-0.286892261043077,-0.189381165917479,-0.243191105345175,-0.202491404327087,-0.138757412615311,-0.0563163386559513,-0.0265871789099245,0.000413050534671244,1.03774453759308,1.00349764142658,1.02023821378046,1.01248728143392,1.00312499099991,0.990709849301733,0.996801422441547,0.997073136454519,-0.120302221346336,-0.0797749070584717,-0.0559836017183578,-0.0367688384529816,-0.0196701107132677,-0.0316251946837334,-0.0203200766767861,-0.00119436087883286,-0.00317567557452689,0.0145513566826075,0.0248292229710524,-0.00281327713815469,0.0108909336960383,-0.0104179746038289,-0.0143039927768009,-7.92810828750842e-06,0.216973895711097,0.187618389800729,0.171820095696065,0.15284794146026,0.125206912913062,0.0975740065553199,0.0610948001660985,0.0159366069525972,21395.974844743
"406",-0.168730625632858,-0.218359136404418,-0.176266860083927,-0.175938887195202,-0.113887429591983,-0.0966652019066382,-0.00772799812092647,0.00141434518503338,1.00206301664369,1.01265936121474,0.999121026912311,1.00625513428559,0.993876177085747,1.00174374135619,0.989093684901603,0.99677255664009,-0.118584253881252,-0.0940260789647163,-0.0699340527467352,-0.0442776237713143,-0.0108270662130083,-0.0197946412167421,-0.0204220908619623,-0.00192243164166219,-0.0198654160980932,0.0171621743584196,0.0180244428542134,0.0206615424342132,0.00941428932385926,0.0101198766829762,-0.013954770280767,8.21552431719341e-05,0.213814333996414,0.185824005043076,0.16971522107767,0.147759960159499,0.128215503243996,0.0951908033415867,0.0591191101217835,0.0158476378841107,21401.9520742902
"407",-0.152091288126214,-0.236620459727849,-0.176878768161172,-0.163779060622967,-0.138139090508738,-0.0514578718904303,-0.0257186032171952,0.00408257404074195,0.991639851098965,1.01275612577036,1.00094200524531,1.0061359808814,1.00219280299124,0.990692076079924,0.995202255699757,0.995972009080133,-0.0975558523216165,-0.0738098248799462,-0.0782568452709701,-0.0568953006709616,-0.0171873781512711,-0.035120737632309,-0.0217917270536411,-0.00416975142184189,-0.00938830934851473,0.0462744182401537,0.0226920706785501,-0.0123905018126292,0.00554912800790175,-0.0101695781662408,-0.0164910474631141,-0.000715322382993477,0.219950547830048,0.178850563268543,0.166651202254184,0.150587050142427,0.129635225316544,0.0939543991792914,0.0586479057667714,0.0160475485328349,21396.4232904652
"408",-0.147495632934425,-0.208364636195853,-0.201866305861492,-0.208301609649485,-0.128479669980638,-0.0724421779193973,-0.0174701887867018,-0.000473731378867731,0.994817866853922,1.0048015153771,1.01081266331401,1.01588297391245,1.00039982828726,0.99521237604579,0.99232747725667,0.997893314770184,-0.122743332419642,-0.0792296912258879,-0.0839720034862023,-0.0514089410414857,-0.0253696872049909,-0.0299758459779405,-0.0229392825598898,-0.00378411767057793,-0.0110521927067409,0.0336640066632267,-0.00078998278075246,0.015912516942149,0.0046764939721366,0.0024203637258268,-0.00582321827521886,-0.00181587329301019,0.210622164634139,0.186302944109898,0.169349225341023,0.143180930441864,0.124462969625343,0.0961273296466837,0.0598118810078584,0.0162113801219668,21404.0936338553
"409",-0.20054166075612,-0.2212656720157,-0.17176632764262,-0.192064394174143,-0.116172994622509,-0.0919026513382515,-0.0160831819857789,-0.000901085755391825,1.00937991998016,1.01279068595447,1.0023698210771,1.01170960339302,0.997886347561048,0.997311381215246,0.991159027216164,0.997677862957259,-0.110045003072545,-0.0890314572538674,-0.0932193959757708,-0.049732665703989,-0.0264812215188514,-0.0155751378163654,-0.0169701135367054,-0.00361285414656991,-0.00150118269366589,0.0188924012486327,-0.0105843102250773,0.00335247113414193,-0.00546652557034101,0.00936542744865237,-0.0149539206917567,-0.00275670814467358,0.21672623837642,0.194873996507375,0.165945045006869,0.145908563312189,0.126105175878337,0.0937183137276424,0.0605349137159301,0.0157909530223056,21397.5048988226
"410",-0.254737338580852,-0.221372332772304,-0.263946127514776,-0.165108930543384,-0.10448088428103,-0.0691369965168131,-0.0226812800710066,0.00203615001696298,1.02436426690827,1.0132790386377,1.02518582205703,1.0042736585127,0.988892425408952,0.996145364512534,0.993706418911459,0.996744347492159,-0.0977530694165761,-0.101245664304374,-0.0584575271108467,-0.059940616420312,-0.0133471952397413,-0.0380914680815865,-0.022779366809328,-0.00226095430359747,0.0219132759578219,0.0212897755484205,0.0193647195354866,-0.0129594759937261,0.00893926608850667,-0.0105161520744822,-0.0114918409758462,-0.00217616290886786,0.213299957147924,0.188059558146198,0.172174838002906,0.147800276111574,0.12628155561875,0.0982132736440889,0.057956829381723,0.0162664715079261,21400.1097382911
"411",-0.265197274829586,-0.216302480454124,-0.226725193191423,-0.193960868725646,-0.150086069206331,-0.0806177026761852,-0.01513739028357,-0.00105703848951073,1.020991308549,1.00958261283698,1.0130928543257,1.01152476653067,1.00534637007288,0.996536885377961,0.991363642896675,0.997279217692209,-0.0976207702135528,-0.0763284719320816,-0.0586500674776731,-0.0478089773879495,-0.0299962793288101,-0.0293935315487876,-0.0195902487421343,-0.00196258145950221,0.0202343753497696,0.0262357749308987,0.01480255865316,0.0132205512120358,0.00978548949506144,0.0122660656165626,-0.00381610515799491,0.000471812775333566,0.217548489336392,0.191075098042621,0.170750830876199,0.143916885994028,0.122923121625505,0.0940679959066561,0.059697293057036,0.0156646285948146,21398.457987325
"412",-0.21813975410724,-0.21850393908137,-0.174355125254367,-0.218448973745167,-0.14445784435,-0.0651932834903234,-0.0142949019287758,-0.00238238686321311,1.01035436978441,1.01178955550581,1.00596422673523,1.02131299807912,1.00505089637948,0.991900287985498,0.99372905343284,0.997867745656239,-0.110761560827785,-0.0979140635303293,-0.0911705747559599,-0.0442049561431027,-0.00657101955483776,-0.0230510067605594,-0.0355122291325412,-0.00132514798021738,0.0134636170533598,0.0226412212502659,-0.0081272986206174,-0.0140378499600454,0.00757034534868668,-0.00608129975161879,-0.0227576048336715,0.000394804767529204,0.222367619134266,0.183088580353103,0.167667482890686,0.148546884763694,0.129690407682929,0.0967879700439774,0.0607492052067046,0.0158434936887136,21388.7151010828
"413",-0.179412092127314,-0.252240037437225,-0.195458710103098,-0.23214064349675,-0.116804841384886,-0.0895215280671772,-0.0100478530109398,-0.00096496383347036,1.00020640065716,1.01664279883384,1.00578066600276,1.01916921008725,0.994972999885602,1.00045669328371,0.990069104875154,0.99714140660221,-0.0994965347549441,-0.076541013161477,-0.0664052369107972,-0.0405277827914111,-0.0183664678561611,-0.0255703351549108,-0.0223710228193031,-0.00129831824948199,-0.0126001381571699,0.0365426264821746,0.0189928785082572,0.0140442406237355,0.0139669480186091,-0.00539707339074227,-0.0116316332740336,-0.000446267065339551,0.213089517087623,0.187605706038016,0.170212591900737,0.148512690879371,0.124846689290519,0.0980825988615008,0.0587986910398069,0.0158699640818194,21402.8192577988
"414",-0.324137005316474,-0.248797277599923,-0.26332702977762,-0.19243266762176,-0.134059377386036,-0.0347960280899957,-0.0131847219192135,-0.000516922719424659,1.03801897946595,1.01986595354665,1.02332704199136,1.00959197295594,1.00269647574368,0.982020994666236,0.992616000944094,0.997335005851507,-0.0811056601873872,-0.102933002450209,-0.0548351201097078,-0.0348548541267533,-0.0117623583148084,-0.0259595758,-0.0237296791984415,-0.00224780455629461,0.0193538565096828,0.0227585009086231,0.0285443295686793,0.00590380056336339,-0.00413591663546891,-0.00749493232242088,-0.0158976237613664,-1.76141804608398e-05,0.216784507776071,0.18488220051503,0.172299310602871,0.148593164304937,0.122182790862333,0.0986025165856056,0.0598612075926445,0.0158977232717112,21396.655791805
"415",-0.207836855113529,-0.239491961282356,-0.223281237888335,-0.213237185237646,-0.156993765333543,-0.08634605485663,-0.0392737611837157,0.00399929196321658,1.00565387905204,1.01915442146838,1.01281364977288,1.01564634517395,1.00994364825808,0.999521653038242,0.998215350398618,0.99612899758296,-0.0754683665700145,-0.0977259688059519,-0.0554700713728649,-0.0343551060167158,-0.0189513114279229,-0.0264199113937642,-0.0124966844163603,-0.0039350996325107,0.0198536885062509,0.0129903906557561,0.0289639166721594,0.022516412039641,0.00278180312873994,-0.00793390849809842,-0.0079387971113346,-0.00145153242661381,0.212737453943538,0.18158840016055,0.163590893869905,0.149791259169347,0.127006950410201,0.0973804401993312,0.0602316784898382,0.0159531534323211,21399.8284055989
"416",-0.267491404565177,-0.200962001793848,-0.208944837038317,-0.204705798018195,-0.147939027947046,-0.0697922301327807,-0.0074656351151806,0.000122627398848999,1.02819307421626,1.0021035476958,1.0123538902795,1.01563252955525,1.00521866811763,0.992816857769908,0.990850954904694,0.997053166859034,-0.0993541917546702,-0.0882706563210344,-0.0764356055375026,-0.05634018568431,-0.0263169006273912,-0.0227502856208813,-0.0249161062467019,-0.00191303888045605,0.0130786064553302,0.0290660054208761,0.00509377325852156,0.0093907072882328,-0.00170495822533741,-0.00156123637200665,-0.0202320972685876,-0.000235770227614699,0.21339497695194,0.18528218569585,0.164770635987938,0.141556508872912,0.124580074762108,0.096164204298819,0.0621316998692694,0.0157210824647971,21404.1000658904
"417",-0.193125409000979,-0.201397671534764,-0.233330078293229,-0.192312791127919,-0.130689085884723,-0.0898657510260894,-0.00798592364644353,0.00469694407654311,1.0015983068466,1.00605215684575,1.02192134353972,1.01326071748868,1.00024359661182,0.997323088297831,0.99096018133676,0.995389456166063,-0.0862835821476649,-0.0949367357791962,-0.086951615878797,-0.0642834604655813,-0.0291804448010798,-0.015831500895613,-0.0236032397235923,-0.00327842763898336,0.0102364968041465,0.0186046910756889,-0.00641671542834198,9.14188997693066e-05,0.00521126707569144,0.014040640285473,-0.0179022533661687,-6.99802647136656e-05,0.215541351701746,0.184817226364312,0.162535779660775,0.148106254299381,0.120783154891391,0.0965484893587984,0.0632929008217033,0.015334015343023,21395.2895822812
"418",-0.224889373549718,-0.212182232625707,-0.152199631681027,-0.170593350717275,-0.128226961044511,-0.110913021303137,-0.0137578065228305,0.00236193793094363,1.01694325265077,1.00837288139134,0.99741557277764,1.00592108006916,1.00136084260133,1.00446013573568,0.99165429999078,0.99686999632664,-0.100763623649056,-0.0875009129730993,-0.0904994424037914,-0.0587875511320223,-0.0281545869965388,-0.0179465968572854,-0.0291160544929535,-0.00514556728190394,-0.00993362829489566,0.0325833539944882,-0.0154276374149536,0.00268474628241773,-0.00317427075026535,0.00614345044424861,-0.0135998957382242,-0.00360806402970652,0.219702214621452,0.19102959319171,0.16766134371872,0.147442695227227,0.12349097284465,0.0994901400336828,0.0588275172288723,0.0154871137585368,21395.0215809816
