"","beta.1.1","beta.2.1","beta.3.1","beta.4.1","beta.5.1","beta.6.1","beta.7.1","beta.8.1","beta.1.2","beta.2.2","beta.3.2","beta.4.2","beta.5.2","beta.6.2","beta.7.2","beta.8.2","sigma.1","sigma.2","sigma.3","sigma.4","sigma.5","sigma.6","sigma.7","sigma.8","lp__"
"1",0.0870337166691357,0.479435507797584,-0.355631429573423,1.21328653454868,-0.920259105861924,0.126566279924168,-0.0725253469646342,-0.0151889822421838,0.920676802901775,0.863202095028819,1.07674646794175,0.584587257454173,1.28903004227002,0.929293924201361,1.00604226419192,1.00363357682548,0.271347187583652,0.21932598825731,0.0956296680813623,0.317632726523686,0.159064273874343,0.0762592044765078,0.0202866055604359,0.0138534184715646,61.0627250630489
"2",-0.435387714071528,0.039705140703238,-0.274992960415363,0.267463943711063,-0.0317518786436609,-0.0928004639122242,-0.0725124314924255,-0.0487569085787573,0.955548009087267,0.979916908270927,1.04010049801356,0.894997596200663,0.972859381062839,1.02594751070381,0.99116100607558,1.01779751355944,0.456338463616287,0.119471730884428,0.12401275849209,0.11518398194613,0.144638842785876,0.0320095076178205,0.0623327588580408,0.031165702978784,69.487383183908
"3",1.2134351000779,-0.431004147904229,-0.401254177291775,0.635861895829307,-0.313333234761102,-0.0148255065449267,0.081226575375322,0.0102105471158967,0.503192683334061,1.12285031254843,1.09083477400107,0.776179670307383,1.09475615954815,0.976871238096155,0.953333674616876,0.98550249392151,0.614133624437287,0.195627497391007,0.158402782087844,0.251155929778804,0.118674072660029,0.192909747593768,0.0421416532397442,0.0276985619794585,63.0508942394257
"4",-1.04079405355904,-0.317343738010262,-0.679170275345691,0.402776326480443,-0.580234990915373,-0.0728894316968494,-0.089380094224137,-0.0988916607200769,1.27740503410599,1.11001350069883,1.16323300848923,0.837578353245769,1.14021515211885,1.01909275920209,1.0082381295842,1.03664407727495,0.504046226302516,0.0488530312524917,0.163609251122114,0.193962607691502,0.178175532705808,0.0258019202063376,0.0342402669511952,0.0259325080501622,68.6510805901468
"5",0.724629192514335,0.0905119887218967,-0.983987697538138,0.128324393302428,-0.352045098620745,-0.0815587258564445,-0.268641889253252,-0.0131491541711353,0.708090441761226,0.974046666796894,1.28904692712823,0.95619061362629,1.08602913376522,1.01728487448725,1.07955792221516,1.0092253678484,0.23269380189037,0.0918449623556185,0.0806853317179927,0.160746852160195,0.129370569527929,0.0210399925658906,0.0540974948156746,0.0782799675659994,62.7827913193226
"6",0.0673035378017869,-0.106915432939793,-0.43439839055024,0.656987805729888,-0.0909217583367077,-0.115104243809278,0.0267545303405652,0.106398782553687,0.949520227388113,1.04323249886509,1.07016217584578,0.819424805774255,1.01202569153554,1.05914088001883,0.967135313877241,0.960491750343821,0.389540550094512,0.0837439974964541,0.13747173102028,0.256364978040645,0.243859421825522,0.0701423758361361,0.0271912123113243,0.0267252888824971,63.4178655732238
"7",0.00852911334071229,-1.61898559942586,-0.669765758979414,0.248358117304928,-0.247654491414399,0.129158193390995,0.0156920432118709,-0.0114928295475176,0.593703544218634,1.52774429264316,1.17072240950094,0.805898531082892,1.07404027251558,0.965791632134044,0.970637420259536,1.00462245318502,4.68686024720178,0.572565838112735,0.1067567602484,0.264622143643587,0.186872275818016,0.0935683858177378,0.0202369242606449,0.0106113767115523,48.438914677919
"8",-0.0847467080553635,-0.130881108248313,-0.478155076665961,0.871889969696566,-0.641904803879823,-0.0797473210107234,0.0471412918784654,-0.00442159057159827,0.986440009504677,1.02662407252919,1.11210719085931,0.697510245688213,1.1839508901149,1.01994223786297,0.960482203264268,0.994805043709769,0.261542559058851,0.0504517032029185,0.0785962372814647,0.295907177290953,0.154113818374354,0.0231405502137864,0.0347290757769236,0.015810738396768,70.0277834521494
"9",-0.817977200614542,-0.0057214646947618,-0.806563012264958,-0.0665898712478698,0.0383456509808425,-0.0756041316049066,-0.104229416484935,0.215349166499685,1.24376788061786,0.994774227128271,1.22472226590238,0.997439183551848,0.961080766365108,1.02085804253255,1.0018114264639,0.91751850176883,0.39163613993699,0.0927277982407823,0.101122368791056,0.15962775159849,0.159314781751828,0.0321246434847017,0.0642665500929159,0.0671887494897832,67.8250782848548
"10",-0.660149028452571,-0.0617799998769377,-0.699144331381642,0.177559104180493,-0.331482850404513,-0.0537972207918239,0.0109837226826957,-0.000441810109107165,1.19775394358313,1.01197137618989,1.16205462919201,0.941814758240834,1.09259003845828,1.00882020334285,0.968918957796642,1.00527377575408,0.348490326697098,0.107353038445311,0.175832341065305,0.140887286078835,0.0780268550160361,0.0395729156592662,0.0364321272495471,0.0194983564502564,70.8587368345984
