"","beta.1.1","beta.2.1","beta.3.1","beta.4.1","beta.5.1","beta.6.1","beta.7.1","beta.8.1","beta.1.2","beta.2.2","beta.3.2","beta.4.2","beta.5.2","beta.6.2","beta.7.2","beta.8.2","sigma.1","sigma.2","sigma.3","sigma.4","sigma.5","sigma.6","sigma.7","sigma.8","lp__"
"1805",0.31545568415457,-0.330142834024458,1.28886065216692,0.759515815620273,0.167499624327115,-0.200605328863948,0.0760800954124015,0.0272422495938507,0.837321605103915,1.04010152531485,0.502650802955571,0.694714449448518,0.921710568129457,1.07413217873681,0.965674708230222,0.988267666388299,0.153807516697703,0.120484421804284,0.109898805285106,0.05118229550847,0.127805836991959,0.184968591953126,0.0784572543640994,0.0175971456687203,78.8528261507821
"1806",-0.245967386841387,-1.04350926600058,-0.12490176243072,0.884754946781971,0.00768472894216898,-0.0880599865935712,0.113617879244463,-0.0425019755591662,1.02604150623673,1.18746063193235,0.905586120422231,0.628225317532306,0.972384084902924,1.01618715519062,0.931547139451496,1.01096454427824,0.237059042374635,0.272177441346777,0.215566061036165,0.167993744319281,0.115439322197504,0.0173313722654436,0.0637072484325555,0.0130242948838826,79.8640151770838
"1807",0.30607635563094,-0.754434926382376,0.933667438824032,0.719050757518493,0.152727068590847,-0.0704828541912388,0.135421812185017,0.0324241478708481,0.855522655831732,1.19159855239779,0.614260372327212,0.716525129022243,0.942263245389499,1.0211380471928,0.94486361277562,0.987540748648076,0.212352764592978,0.146260475609692,0.108903752069653,0.156413618738632,0.145437410733427,0.0657909665807586,0.0497823413898286,0.014692083878764,81.7852077596442
"1808",1.08337160313876,-0.692643000445695,0.778044245923405,0.598611311476121,-0.40589955921771,0.209740069252309,-0.373381734108764,0.061398498490837,0.672270838347571,1.16358474543764,0.633428751520674,0.733789114910914,1.09777119692296,0.835390523850109,1.06865745940421,0.977936470310964,0.251819894980785,0.576310286545916,0.190397268578661,0.0674274241595395,0.119588279275547,0.142368975143875,0.211527736641409,0.0119720005447686,57.929168278389
"1809",-0.321234446878392,-0.0732923414988571,0.281790285715667,0.684969167480052,0.272032832207887,0.291719095699614,0.10594914644758,-9.77430955884982e-05,1.02496199683981,1.03674857693499,0.736876965861685,0.74642068088763,0.903601825502154,0.905364669376455,0.926568014868484,0.992977337882661,0.198506492377436,0.320467174523557,1.41000094511749,0.105061704808959,0.0697008096364322,0.10478350058562,0.102315712642987,0.0287859861832512,61.4972535670645
"1810",0.257240795293842,-0.423751182860005,1.74978918494901,0.750923212168876,0.0408247177728568,-0.117395434166576,0.153064504362771,0.00381482356303673,0.84877839081918,1.04741485690323,0.401755431358183,0.698088941482528,0.985436880756205,1.02556883159891,0.9426060647246,0.995568917398425,0.212917064524676,0.161822716142231,0.615833121109149,0.0402859305282352,0.107136705026399,0.00985092109041408,0.0504533304497521,0.0153149652443986,79.337633871742
"1811",0.442037240024167,0.559271408756765,0.284828129687873,1.03661624566733,0.646278976590346,-0.36607725723666,0.0778306541075634,-0.00156154303825439,0.808637409465175,0.849060265091294,0.914400766116472,0.607196441157897,0.787741522959647,1.08534599320226,0.95494028967597,0.997308301693572,0.230007252984261,0.420296006873351,0.437517879021425,0.0404943108053395,0.121113868480765,0.0823261934771796,0.0362431610567813,0.0170716251537903,75.5074349405894
"1812",0.766006142090673,0.192866451351948,-0.126320355166205,0.852922341431776,-0.564913964495134,-0.296530539804277,0.0571901956689994,-0.0295235486651047,0.733702556168905,0.919650943551164,0.96895250543997,0.684902754361424,1.12121785954992,1.08379347916943,0.972195626262571,1.00685017455492,0.167043211864783,0.0880616788519979,0.309216904862095,0.101898128059327,0.129274176350488,0.0306745510883735,0.0694916503613977,0.0163310395738976,76.0787234307639
"1813",-0.299038654135287,-0.642192352356913,1.43165523739945,0.814027312882808,0.162035372711691,-0.117991116465842,0.210801973015178,-0.0049412926890088,1.02530895808154,1.17126810514601,0.490198739732928,0.667182156398248,0.914749357677498,1.02690328470574,0.908852217480611,0.998055995344572,0.221902263990177,0.122352912523447,0.233506799369248,0.103612089734179,0.0879770286649686,0.0225015306336592,0.044621892517701,0.0148645228084131,82.7054484070177
"1814",0.31490831653423,-0.409317873592897,1.78436865483725,0.757870283485637,0.0314711790797703,-0.104442423272448,0.131235805855309,0.00448998764479551,0.846269150932562,1.03928364765701,0.390431390878714,0.687874713178753,0.975701355874499,1.02026484073257,0.941784158615863,0.995555399666173,0.21932939918972,0.164234538894173,0.575171572549972,0.0341410984602053,0.105564321395669,0.010702280231485,0.0505296718512602,0.0159522003099318,81.857291307437
"1815",0.478695024556216,-0.996172295083957,0.328343805386403,1.3794586577071,-0.916257175976845,0.663369129364217,-0.051908273745118,-0.00742797050587446,0.807771178488371,1.22944254135542,0.392069591251844,0.472605139285129,1.28066108962941,0.789731908065113,1.0122774318115,1.00334375232283,0.214675118345876,0.129021331878505,1.07217565231526,0.272075109789614,0.162398294703297,0.320469952310389,0.0680035085468957,0.0159305504736115,61.3008176201128
"1816",1.20796326135934,0.514426895775741,0.0688785031637243,1.13739270854037,-0.52036623200839,-0.101103350613539,0.0402884775805682,0.0381652019363236,0.622690600474535,0.860106974043828,0.753533356085602,0.574869032177189,1.1330044775734,1.01914052260016,0.967831572283049,0.984732445778815,0.301895904844076,0.390218153953406,0.452636683023738,0.0656957191413603,0.208861147462557,0.0216675869314073,0.0418957748219662,0.0114054824978324,76.7035690334535
"1817",-0.328055418905584,0.935984089586004,2.51064714849601,0.848088027766956,-0.00318758531869435,1.44902730177592,-0.139071814938252,-0.0133749766146146,1.04762883678071,0.720944132532349,0.124686888411344,0.648799308037832,0.950857147506477,0.510432848475109,1.03299307893328,1.00247574815918,0.223683397628667,0.261949614694124,0.40483348153016,0.186567774878921,0.118800468947057,0.179621338931629,0.0864770975022159,0.0134146389750599,65.6685709148304
"1818",1.34834834520923,0.0172899041707964,0.469612668024284,0.147870399707662,-0.0753896976374459,-0.0561437695548943,0.378774460576739,-0.0517131342211212,0.567793443698965,0.924298564387389,0.749048594347251,0.919549966077816,1.00668623768284,1.00515180541519,0.870323154130854,1.01253503312766,0.298717441571352,0.214439254136874,0.490130096061409,0.383024567334328,0.108064603289856,0.018694760273062,0.071975156482689,0.012625630209021,77.0597973196823
"1819",-0.543131280321105,-0.0344798258727762,0.688119381242644,0.890851163559732,-0.0973038607290474,0.242970875998092,0.0654142285752632,-0.0741767677333729,1.10681261951896,0.964630333370764,0.672565515626938,0.647932203994889,1.04702331332301,0.931121257609582,0.960506273047266,1.0204008715171,0.22278994674653,0.20049512349072,0.155233001402538,0.211193471725886,0.128541602896622,0.080987423436557,0.0567686110228269,0.0219270293433976,71.9651184830336
"1820",0.378608748223896,-0.481645767855945,1.18829300419699,0.703416943776511,-0.05295313918982,-0.0753515299781454,0.186080491647104,0.0364574097283482,0.844729744915171,1.1099639789541,0.53506114656856,0.698755742424843,0.984389135276381,1.00589922662402,0.920754403618423,0.988853130974879,0.215367921807337,0.373634821636646,0.25307618903395,0.324993696207994,0.0881500835645543,0.0337019726251686,0.0465893812985802,0.011512441869608,81.8805052573103
"1821",0.666011732732328,0.564330092492297,0.499050106940287,1.42493882930397,0.447910436479059,-0.151706228777295,0.136012684630659,-0.0255980681543974,0.77735349379963,0.833525712918153,0.73387422960834,0.464972693209871,0.84889456994329,1.03435358075888,0.935340142756346,1.00454247871341,0.247568625649681,0.356192788248548,0.239419732599941,0.410155517757562,0.128034028433474,0.0120432046356155,0.0527876126536562,0.0139813350438151,77.2561773106109
"1822",0.33995829677666,-0.728255649886168,-0.738794916933364,0.91326275126329,0.353703649552266,-0.251649649517631,0.17687855668519,-0.0241107758113906,0.866854086072097,1.16288132927724,0.991319232421395,0.643194612051804,0.862929612193563,1.07280423149084,0.915242643950333,1.00346028497184,0.175316582432156,0.175105037486244,0.468133274603165,0.0724041494451645,0.211390063952213,0.0456667835093054,0.0576637808418365,0.0124374159252079,78.5578653341374
"1823",1.13376225186807,-0.503171129733757,-1.28979425077879,0.720333503293442,-0.24556088217768,-0.115080793778317,0.0812810292563333,-0.0370542321085876,0.60854074010417,1.09517893979493,1.0930477267072,0.718631192412416,1.04815681630596,1.02474899151247,0.965879209815561,1.00890248123088,0.193859558523755,0.0971052603081622,0.829822219927666,0.0589280992203964,0.0700614383473216,0.0391278523930607,0.0801236796793795,0.0101031791101864,76.78845607851
