"","beta.1.1","beta.2.1","beta.3.1","beta.4.1","beta.5.1","beta.6.1","beta.7.1","beta.8.1","beta.1.2","beta.2.2","beta.3.2","beta.4.2","beta.5.2","beta.6.2","beta.7.2","beta.8.2","beta.1.3","beta.2.3","beta.3.3","beta.4.3","beta.5.3","beta.6.3","beta.7.3","beta.8.3","beta.1.4","beta.2.4","beta.3.4","beta.4.4","beta.5.4","beta.6.4","beta.7.4","beta.8.4","beta.1.5","beta.2.5","beta.3.5","beta.4.5","beta.5.5","beta.6.5","beta.7.5","beta.8.5","sigma.1","sigma.2","sigma.3","sigma.4","sigma.5","sigma.6","sigma.7","sigma.8","lp__"
"1",-0.0620999828117187,0.0781775120228687,0.177465230768292,0.169637626802167,0.309801723719428,-0.914334128861777,0.487929292051618,-0.491763820132333,1.1180749710774,-0.00270916888240283,1.49600615600656,-0.560310945886446,0.20185872783284,0.860224456729761,0.29511984932217,-0.535278271963141,-0.295018177968936,0.990067429941902,-0.513174528129851,1.05216881032411,0.690672968690866,0.271211090520896,0.648309158918471,1.39263533846416,0.0671619524303458,-2.4258757295554,0.247663995078984,0.350416097838602,-0.0233255912517132,-0.39464497551194,0.172802149035251,-0.181040900954552,0.00529429637313903,-0.00125052995243397,-0.0125842254920729,0.0191306361480711,-0.00238058659971163,0.0317907547485124,-0.00615017189566019,0.0350874533512245,0.341028851952846,0.07121100588467,0.130185431334246,0.784791678936089,0.128892125135049,0.515190871933348,0.13502269352619,0.129646423576948,40.3945771568951
"2",-0.65875878399308,0.772280686912193,-0.049544042442563,0.0928355655488272,-0.642155573084456,-0.346134841591723,0.191026490134771,-0.533306499075831,2.17580636035564,-0.626601215495178,-0.0242622453871867,0.65828830976041,0.847975546783911,0.736761121965943,0.822466657922806,-0.29481199890215,0.0265527808745521,1.46178911130688,1.01777963774483,0.225743188628015,0.249609952057034,0.254604393052507,0.129438133642902,1.04103472706167,-1.41352562998396,-1.45779054149107,0.092864565491293,-0.141825113443607,0.136244938533935,-0.0233287629048199,-0.120657191623167,-1.36647606221072,-0.0706155426455623,-0.00628694779763835,-0.00149991862479662,0.00750016831179734,0.00508543662319008,0.00772737159745216,-8.9882446238141e-05,0.0341134902507172,0.877841385327442,0.0766373020353746,0.128215718539898,0.164421196290783,0.0944538920442635,0.0963051794566633,0.0672168285351559,2.20526791766423,44.5993543379891
"3",-1.18262455344656,0.233932190474442,-0.740809828235267,-0.695019970124127,-0.532365902146782,-0.205768927507073,-0.359683484246941,0.161938744288096,2.38120565194069,1.11908474917364,0.0053306980029927,0.116813775256332,-0.361131644411084,0.353022528290515,0.825639928737191,-0.629015300061217,-0.259416522379188,-0.266157303698906,1.18996747472456,0.957973299710495,1.35078162834668,0.633778973050212,0.270767988862931,1.24276615764484,-0.739371585050216,0.134495313719104,0.138690325642236,-0.164729465763621,0.0770070054975159,0.0450170792214628,0.243744879675549,0.160088860258628,-0.057262124942061,0.00141784419262885,-0.000418694906153049,0.00908126757226674,0.0117820190427947,0.00500894101762688,0.00246375711975229,0.0306179256056563,1.12615165999175,0.337573175325356,0.148820657510354,0.330584289238174,0.129184911736584,0.0410467923377537,0.181801818788893,0.293745113765436,35.7898720927904
"4",0.937569660393911,0.716580811532517,-0.296727334790172,0.756090225486727,-0.214703006265022,0.120168784309829,-0.170058126096672,0.246932790850412,0.356701839442109,-1.2317229501037,1.41953128664803,1.10491029284272,-0.867682214242959,0.627521581843275,1.05623739089829,-0.297584872884564,-0.211933327873485,2.04126285100248,-0.280192618565009,-0.186181499464179,1.80134788611196,0.807067633505723,-0.0200477684641773,1.0932507669657,1.66473972285992,1.14251022392151,0.134550561090901,-0.0298979396387494,-0.0707529837232112,-0.471545574152762,0.0197346706372362,-0.0196924198526236,0.0131483310737215,-0.00378253423930037,-0.0082014815261699,-0.0108133820600448,0.00942817627829811,-0.0168275670799055,-2.57799545493267e-05,0.0136362451789173,0.487695806526119,0.0232505798767222,0.0731896305900276,0.18133512109331,0.167491894967858,0.56097447844327,0.0635074442499887,0.0756737387620717,53.8399172428239
"5",-0.67168744550056,0.116205400270193,0.0359040900767701,0.0961117417008891,0.402780002308263,1.14672878914464,-0.81342456392558,0.382206175432549,0.954585236927392,0.412804305340391,0.367172754707209,0.961267284963724,-0.039995119146963,0.90567827509464,0.91086932174963,-0.463108939573959,0.264408981773644,0.588752787435019,0.628833497565415,-0.147157079363414,0.854707121947548,0.0256106488651871,0.289128076445744,1.25710462977904,-0.645549880309056,1.89422087642733,0.0974276770562995,-0.177891033084758,0.123804155730426,-0.113153211526311,0.071202653456447,-0.000206055530756664,0.00527392298853744,-0.00148034924298081,-0.00433195905209058,0.00763284452088608,-0.000582982855324893,-0.0179120765445698,0.00810767290125568,0.0121857748053107,0.264441271680625,0.0949814998425104,0.148213018719314,0.238841315578477,0.158851907806542,0.212201472156884,0.247116026662178,0.0274916693158014,52.2816715836541
"6",0.0710528437827239,-0.236959316128788,-0.397757742161645,0.24247139616834,-0.33535359898443,-0.927324117036508,-0.103012623546052,-1.53775716510016,0.0321505820673635,0.627074342116785,1.48900172490045,1.24138805160362,0.720976409961485,0.349181281695922,1.16104355637305,-0.250882223537812,0.484036559644311,0.438816385083551,-0.358775986090165,-0.207063373036761,0.397661668043018,0.723383246637177,-0.184362933108604,1.33302087637611,1.22551046971748,0.107869504080247,0.0905231972594047,-0.324193973446644,0.0134581066349936,0.0540590841588069,-0.0864278831698338,-0.177358728783836,0.0209081151909085,-0.000338739409124459,-0.00453844092356882,-0.00817209433441743,-0.00319536049459064,0.0160066043755245,0.00149931001778768,0.0445203736719627,0.414646824188878,0.126580577395937,0.103258920330907,0.384443773145527,0.208283498438174,0.106223941331031,0.0296470850234793,0.360714895146493,56.4975773780916
"7",0.398820589042051,0.0307030731533603,-0.121365366108216,0.108273404684056,0.0763163049939703,-0.778879045346621,0.0226582712331196,-0.173866552990163,0.294317590124223,0.0853440854867883,1.40581253238159,1.07215253559684,1.31132200695604,0.280120136385638,0.957251899013161,0.888374420287507,0.432841971792398,0.910572157218464,-0.362543213542572,-0.170092256157298,-0.357842098385646,-0.17390185649442,0.00341743328167268,0.406216268898312,0.881561885004744,1.46454074238827,0.0339889895247559,-0.122723848520128,-0.0506427806504648,0.256298165490391,-0.0577049960921768,-0.108478760182731,0.000729010658872063,-0.00110665375085265,-0.00469765145327608,0.00717244020644572,-0.000401903351907765,0.0496776051143118,0.00100216788597331,-0.00565296953806854,0.208946999132082,0.0668443223376478,0.0760106104975245,0.336974180934907,0.244539163747543,1.76580610347621,0.0159230699137712,0.352861995975606,51.3723348975513
"8",-0.621535832872469,0.619405095379229,0.141346239639465,0.462244715127888,-0.508728837255935,1.28049363236113,-0.218341934349014,-0.484978118483515,0.0291852370966679,0.583251917935673,1.00653042583663,0.519215590685464,0.18663835198704,-0.544839495429822,1.18567250615126,0.632342633027087,-0.363927398933114,0.702069506204659,-0.0338953929797598,0.498939859798261,0.825951453468101,0.608658251140779,-0.170930980498673,0.283237133005315,1.33761660342195,0.0145272931842565,0.115391946972018,-0.384730229962701,-0.00154939710741715,0.535238440588762,-0.0210207426937104,-0.537000468571622,0.105950871191128,-0.0197518489250394,-0.00767546412693319,-0.00675083049570519,0.00772715203313011,0.0181851767326645,0.00149220754592375,0.0267620522467644,0.796050116967755,1.43663534188068,0.0882433202112799,0.234624705748719,0.133376088940836,0.609963486001294,0.0180979702892834,0.254673772615035,32.7928023067234
"9",-0.00720723355249132,-0.265342522832927,0.0163984999169935,0.326170550653148,0.331272728292098,0.706641533089575,0.229150149443095,0.654292103556838,0.381661649069579,-0.155921160754704,1.50076733233614,1.29434218873842,-0.803713815448767,0.260237663669767,0.792939080124337,0.243665064968966,0.119909912067939,1.17530948505677,-0.455293317262272,-0.317371762772045,1.50950499048671,0.687793502154747,0.127452784233379,1.08936467329729,0.965601832884629,0.554399967567895,0.121451209045656,-0.173527686434779,0.134099906349183,0.0280824220253385,-0.0180814746575109,-0.368586453494307,0.0334489237752365,0.00418946286599123,-0.00913983981293488,-0.00718307156411169,0.00986023944935918,-0.0136063769966105,-0.000334577051143899,-0.00778003751729391,0.559721926207131,0.117129855961597,0.0686459851164216,0.174360118179369,0.153060726336617,0.0496636242993942,0.0214290714919519,0.884935515616248,52.3536307706825
"10",2.01206795580033,-0.250630344470708,-0.0822827127867298,-0.172524056476793,0.0631316286962427,0.272148296323252,0.386376673492585,0.242055392162837,-0.247680669369321,1.03176667700425,1.05395123887527,0.651989662097816,0.261161761966174,0.167356864477209,0.49461067870168,0.432507168541639,0.153609056873287,-0.0357828679206773,-0.0285786265516997,0.490318118566673,0.701675125446505,0.673357111786921,0.422027349434449,0.474033150763585,1.45717549936975,0.889981965646367,0.129807169334848,-0.525189663918842,0.0317868633078396,0.00320015955364494,-0.0253097801020909,0.0538489893544132,0.000917706395416173,0.00524479773183786,-0.00531615678137946,0.00129464431271125,-0.00186557931468607,0.00717880292444727,-0.0017154942988292,0.00342063983838464,1.21271731118742,0.117795728607879,0.0862096994344124,0.333592704421171,0.120976652431989,0.26972748995133,0.0514602739988404,0.0776602911418477,56.3263556874296
